Core,Power,Frequency,Temperature,Utilization,InThrottleMode
2,2.48903,2000,71.67,0.346314,0
0,0.402758,1000,47.51,0,1
1,5.08375,3000,97.58,0.367107,1
2,4.83492,3000,94.13,0.342503,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.05869,1000,66.82,0.378215,0
2,1.0229,1000,65.42,0.355714,0
0,0.402758,1000,47.51,0,0
1,2.76061,2000,75.06,0.398724,0
2,2.71537,2000,74.04,0.390016,0
0,0.402758,1000,47.51,0,1
1,5.22206,3000,99.27,0.379363,1
2,4.94778,3000,95.85,0.352192,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.11723,1000,67.88,0.412541,0
2,1.06465,1000,66.33,0.380518,0
0,0.402758,1000,47.51,0,0
1,2.94181,2000,77.24,0.432526,0
2,2.93324,2000,76.55,0.430293,0
0,0.402758,1000,47.51,0,1
1,5.69277,3000,104.52,0.41876,1
2,5.64364,3000,103.6,0.413907,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.15804,1000,69.66,0.434028,0
2,1.15643,1000,69.29,0.432526,0
0,0.402758,1000,47.51,0,0
1,2.87542,2000,77.16,0.420168,0
2,2.85357,2000,76.71,0.415282,0
0,0.402758,1000,47.51,0,1
1,5.56199,3000,103.28,0.407166,1
2,5.54314,3000,102.82,0.405186,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.15271,1000,69.36,0.431034,0
2,1.14756,1000,69.1,0.42735,0
0,0.518427,1000,47.53,0.137645,0
1,2.33365,2000,71.4,0.316857,0
2,2.31479,2000,71.11,0.31407,0
0,0.63999,2000,48.64,0,1
1,4.70128,3000,92.92,0.329801,1
2,5.16174,3000,97.81,0.374251,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.71,0,0
1,0.987509,1000,64.92,0.335128,0
2,1.07452,1000,67,0.388199,0
0,0.402758,1000,47.56,0,0
1,2.46365,2000,71.38,0.341564,0
2,2.64707,2000,73.97,0.378788,0
0,0.402758,1000,47.53,0,1
1,4.67547,3000,92.4,0.328063,1
2,5.15822,3000,98.39,0.374251,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,0.997517,1000,64.76,0.341096,0
2,1.07001,1000,67.11,0.385208,0
0,0.402758,1000,47.52,0,0
1,2.41972,2000,70.8,0.332888,0
2,2.67315,2000,74.32,0.384025,0
0,0.402758,1000,47.51,0,1
1,4.78759,3000,93.38,0.337856,1
2,5.24873,3000,99.4,0.382263,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.03547,1000,65.36,0.362974,0
2,1.08771,1000,67.56,0.39557,0
0,0.402758,1000,47.51,0,0
1,2.62597,2000,73.09,0.373134,0
2,2.73325,2000,75.02,0.394322,0
0,0.402758,1000,47.51,0,1
1,5.55694,3000,101.86,0.406504,1
2,5.62688,3000,103.27,0.413223,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.14289,1000,68.62,0.42517,0
2,1.14824,1000,69.14,0.428082,0
0,0.402758,1000,47.51,0,0
1,2.92378,2000,77.21,0.428816,0
2,2.92235,2000,77.41,0.428082,0
0,0.402758,1000,47.51,0,1
1,5.69843,3000,104.53,0.41876,1
2,5.68391,3000,104.45,0.417362,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.16635,1000,69.75,0.439367,0
2,1.16459,1000,69.69,0.4363,0
0,0.402758,1000,47.51,0,0
1,2.9366,2000,77.85,0.431779,0
2,2.93452,2000,77.71,0.430293,0
0,0.402758,1000,47.51,0,1
1,5.76027,3000,105.55,0.42517,1
2,5.78829,3000,105.61,0.425894,1
3,0.402758,1000,47.58,0,1
0,0.633956,1000,47.82,0.137569,0
1,1.0128,1000,68.48,0.35014,0
2,1.00807,1000,68.4,0.346741,0
0,0.63999,2000,48.65,0,0
1,2.62442,2000,74.29,0.372024,0
2,2.57017,2000,73.73,0.362319,0
0,0.537995,1600,48.36,0,1
1,4.99626,3000,96.88,0.35868,1
2,4.94623,3000,96.13,0.354108,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.68,0,0
1,1.0622,1000,66.77,0.380518,0
2,1.04396,1000,66.34,0.369276,0
0,0.402758,1000,47.57,0,0
1,2.59438,2000,73.41,0.368732,0
2,2.56058,2000,72.86,0.361795,0
0,0.402758,1000,47.54,0,1
1,5.08846,3000,97.54,0.367647,1
2,4.88002,3000,95.03,0.348189,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.07522,1000,66.98,0.388199,0
2,1.03001,1000,65.81,0.359827,0
0,0.402758,1000,47.52,0,0
1,2.89459,2000,76.45,0.423729,0
2,2.85022,2000,75.57,0.414594,0
0,0.402758,1000,47.52,0,1
1,5.7688,3000,105.06,0.425894,1
2,5.77267,3000,104.76,0.425894,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.16063,1000,69.77,0.43554,0
2,1.16727,1000,69.67,0.439367,0
0,0.402758,1000,47.51,0,0
1,2.9345,2000,77.78,0.430293,0
2,2.9662,2000,78.03,0.437063,0
0,0.402758,1000,47.51,0,1
1,5.60217,3000,103.75,0.409836,1
2,5.61834,3000,103.95,0.411862,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.15002,1000,69.45,0.429553,0
2,1.14322,1000,69.39,0.42517,0
0,0.402758,1000,47.51,0,0
1,2.86536,2000,77.01,0.417362,0
2,2.82771,2000,76.57,0.410509,0
0,0.402758,1000,47.51,0,1
1,5.49883,3000,102.53,0.401284,1
2,5.47937,3000,102.21,0.4,1
3,0.402758,1000,47.58,0,1
0,0.634072,1000,47.83,0.137645,0
1,0.992408,1000,67.46,0.336474,0
2,0.966288,1000,67.09,0.322997,0
0,0.63999,2000,48.65,0,0
1,2.66115,2000,74.37,0.379363,0
2,2.56904,2000,73.25,0.361795,0
0,0.537995,1600,48.36,0,1
1,5.18175,3000,98.83,0.37594,1
2,4.83459,3000,94.72,0.342503,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.68,0,0
1,1.05849,1000,67.19,0.378215,0
2,1.02718,1000,65.76,0.358273,0
0,0.402758,1000,47.56,0,0
1,2.65527,2000,74.19,0.379939,0
2,2.49984,2000,71.97,0.347765,0
0,0.402758,1000,47.53,0,1
1,5.1371,3000,98.25,0.372024,1
2,4.83452,3000,94.25,0.342503,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.10152,1000,67.46,0.403226,0
2,1.02388,1000,65.49,0.355714,0
0,0.402758,1000,47.52,0,0
1,2.79143,2000,75.6,0.405186,0
2,2.66992,2000,73.58,0.381098,0
0,0.402758,1000,47.52,0,1
1,5.71889,3000,104.4,0.421585,1
2,5.61681,3000,102.57,0.411862,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.16893,1000,69.68,0.440141,0
2,1.1605,1000,68.98,0.434783,0
0,0.402758,1000,47.51,0,0
1,2.96117,2000,78.04,0.4363,0
2,2.95617,2000,77.63,0.434028,0
0,0.402758,1000,47.51,0,1
1,5.86296,3000,106.64,0.434028,1
2,5.78609,3000,105.5,0.425894,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.17692,1000,70.46,0.44484,0
2,1.17483,1000,70.06,0.443262,0
0,0.402758,1000,47.51,0,0
1,3.00439,2000,78.82,0.44484,0
2,2.9684,2000,78.19,0.4363,0
0,0.402758,1000,47.51,0,1
1,5.86455,3000,106.9,0.434028,1
2,5.74474,3000,105.32,0.422297,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.14928,1000,70.3,0.428816,0
2,1.12255,1000,69.54,0.413223,0
0,0.402758,1000,47.52,0,0
1,2.91598,2000,77.91,0.428082,0
2,2.80037,2000,76.39,0.405844,0
0,0.402758,1000,47.52,0,1
1,5.72973,3000,105.3,0.422297,1
2,5.50356,3000,102.44,0.401929,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.17529,1000,70.16,0.44405,0
2,1.14381,1000,69,0.42517,0
0,0.402758,1000,47.52,0,0
1,2.95785,2000,78.26,0.43554,0
2,2.86271,2000,76.83,0.41806,0
0,0.402758,1000,47.52,0,1
1,5.84447,3000,106.55,0.431779,1
2,5.62885,3000,103.8,0.412541,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.17927,1000,70.51,0.446429,0
2,1.14513,1000,69.35,0.426621,0
0,0.518229,1000,47.54,0.137341,0
1,2.34255,2000,71.89,0.318066,0
2,2.26934,2000,70.72,0.304878,0
0,0.63999,2000,48.64,0,1
1,4.8627,3000,94.93,0.346741,1
2,4.88999,3000,94.82,0.349162,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.72,0,0
1,1.06038,1000,66.25,0.378788,0
2,1.00603,1000,65.53,0.345354,0
0,0.402758,1000,47.57,0,0
1,2.54381,2000,72.69,0.35868,0
2,2.51829,2000,72.15,0.353607,0
0,0.402758,1000,47.53,0,1
1,4.85623,3000,94.78,0.34626,1
2,4.95615,3000,95.66,0.355619,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.02949,1000,65.77,0.36075,0
2,1.04075,1000,66.03,0.367647,0
0,0.402758,1000,47.52,0,0
1,2.70686,2000,74.15,0.388802,0
2,2.7119,2000,74.21,0.389408,0
0,0.402758,1000,47.51,0,1
1,5.54772,3000,102.13,0.405844,1
2,5.54321,3000,101.99,0.405186,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.14578,1000,68.8,0.42735,0
2,1.13863,1000,68.64,0.422297,0
0,0.402758,1000,47.51,0,0
1,2.89886,2000,77.08,0.424448,0
2,2.86272,2000,76.57,0.416667,0
0,0.402758,1000,47.51,0,1
1,5.65372,3000,104.12,0.415282,1
2,5.58248,3000,103.13,0.408497,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.16845,1000,69.68,0.440141,0
2,1.15209,1000,69.22,0.431034,0
0,0.402758,1000,47.51,0,0
1,2.9443,2000,77.87,0.432526,0
2,2.88347,2000,77.08,0.421585,0
0,0.402758,1000,47.51,0,1
1,5.83194,3000,106.24,0.431034,1
2,5.68264,3000,104.46,0.41806,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.16491,1000,70.23,0.437828,0
2,1.15271,1000,69.6,0.431779,0
0,0.518404,1000,47.53,0.137645,0
1,2.26985,2000,71.01,0.303767,0
2,2.25871,2000,70.72,0.303398,0
0,0.63999,2000,48.64,0,1
1,4.92473,3000,95.35,0.352113,1
2,4.981,3000,95.83,0.357654,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.71,0,0
1,1.04411,1000,66.15,0.369822,0
2,1.04867,1000,66.24,0.372578,0
0,0.402758,1000,47.57,0,0
1,2.54685,2000,72.65,0.35868,0
2,2.55849,2000,72.78,0.361272,0
0,0.402758,1000,47.53,0,1
1,4.91248,3000,95.36,0.351124,1
2,4.97581,3000,96.05,0.357143,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.05028,1000,66.13,0.373134,0
2,1.03791,1000,66.13,0.364568,0
0,0.402758,1000,47.52,0,0
1,2.82766,2000,75.48,0.411184,0
2,2.8136,2000,75.33,0.408497,0
0,0.402758,1000,47.51,0,1
1,5.75333,3000,104.59,0.423729,1
2,5.65204,3000,103.47,0.415282,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.15904,1000,69.58,0.434028,0
2,1.15708,1000,69.24,0.433276,0
0,0.402758,1000,47.51,0,0
1,2.95235,2000,77.88,0.434028,0
2,2.95246,2000,77.74,0.434028,0
0,0.402758,1000,47.51,0,1
1,5.77118,3000,105.54,0.42517,1
2,5.79356,3000,105.69,0.42735,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.18683,1000,70.27,0.45045,0
2,1.17988,1000,70.18,0.446429,0
0,0.402758,1000,47.51,0,0
1,2.98398,2000,78.47,0.439367,0
2,2.94991,2000,78.06,0.433276,0
0,0.402758,1000,47.51,0,1
1,5.89904,3000,107.07,0.4363,1
2,5.84711,3000,106.39,0.431779,1
3,0.402758,1000,47.58,0,1
0,0.634085,1000,47.83,0.137645,0
1,1.00373,1000,68.76,0.342466,0
2,0.974684,1000,68.26,0.327225,0
0,0.63999,2000,48.65,0,0
1,2.45588,2000,72.71,0.340599,0
2,2.53659,2000,73.38,0.356125,0
0,0.537995,1600,48.36,0,1
1,4.5748,3000,92.03,0.319231,1
2,4.98566,3000,96.58,0.35868,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.68,0,0
1,0.983005,1000,64.71,0.332443,0
2,1.04236,1000,66.44,0.369276,0
0,0.402758,1000,47.57,0,0
1,2.41615,2000,70.86,0.332888,0
2,2.56036,2000,72.93,0.362319,0
0,0.402758,1000,47.54,0,1
1,4.59883,3000,91.52,0.321705,1
2,4.94524,3000,95.83,0.35461,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,0.995841,1000,64.52,0.340164,0
2,1.04654,1000,66.19,0.37092,0
0,0.402758,1000,47.52,0,0
1,2.5669,2000,72.3,0.362845,0
2,2.52104,2000,72.36,0.35461,0
0,0.402758,1000,47.51,0,1
1,4.99575,3000,96.02,0.35868,1
2,4.86817,3000,94.75,0.347222,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.05963,1000,66.29,0.377643,0
2,1.07212,1000,66.14,0.385208,0
0,0.402758,1000,47.51,0,0
1,2.88026,2000,76.04,0.420875,0
2,2.82664,2000,75.39,0.410509,0
0,0.402758,1000,47.51,0,1
1,5.6696,3000,103.85,0.416667,1
2,5.60692,3000,103,0.411184,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.16445,1000,69.45,0.437063,0
2,1.16935,1000,69.24,0.440141,0
0,0.402758,1000,47.51,0,0
1,2.94166,2000,77.71,0.431779,0
2,2.92579,2000,77.43,0.428816,0
0,0.402758,1000,47.51,0,1
1,5.7598,3000,105.39,0.424448,1
2,5.65572,3000,104.14,0.414594,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.16644,1000,70.01,0.438596,0
2,1.14408,1000,69.4,0.425894,0
0,0.402758,1000,47.51,0,0
1,2.9281,2000,77.82,0.429553,0
2,2.87094,2000,76.97,0.41806,0
0,0.452066,1000,47.52,0.0884547,1
1,5.2035,3000,99.74,0.375375,1
2,5.115,3000,98.49,0.367107,1
3,0.402758,1000,47.58,0,1
0,0.486236,1000,47.53,0.0492484,0
1,1.06018,1000,67.48,0.374251,0
2,1.01863,1000,66.7,0.352113,0
0,0.402758,1000,47.52,0,0
1,2.56811,2000,73.39,0.362845,0
2,2.50818,2000,72.45,0.349719,0
0,0.402758,1000,47.52,0,1
1,5.03613,3000,96.96,0.362319,1
2,4.90451,3000,95.24,0.35014,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.05212,1000,66.62,0.374251,0
2,1.03879,1000,65.96,0.366569,0
0,0.402758,1000,47.51,0,0
1,2.61432,2000,73.54,0.372024,0
2,2.51825,2000,72.23,0.352192,0
0,0.402758,1000,47.51,0,1
1,4.9495,3000,95.95,0.354108,1
2,4.99343,3000,96.04,0.35868,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.12075,1000,67.03,0.413223,0
2,1.1031,1000,66.75,0.402576,0
0,0.402758,1000,47.51,0,0
1,2.84371,2000,75.93,0.414594,0
2,2.82459,2000,75.53,0.409836,0
0,0.402758,1000,47.51,0,1
1,5.63238,3000,103.55,0.413907,1
2,5.56511,3000,102.57,0.407166,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.14199,1000,69.18,0.42517,0
2,1.14156,1000,68.86,0.424448,0
0,0.402758,1000,47.51,0,0
1,2.89715,2000,77.23,0.424448,0
2,2.86304,2000,76.67,0.417362,0
0,0.402758,1000,47.51,0,1
1,5.70808,3000,104.71,0.419463,1
2,5.65378,3000,103.93,0.414594,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.17321,1000,69.89,0.442478,0
2,1.16256,1000,69.52,0.4363,0
0,0.402758,1000,47.51,0,0
1,2.97007,2000,78.22,0.437828,0
2,2.9137,2000,77.44,0.426621,0
0,0.479877,1000,47.53,0.137721,1
1,4.89478,3000,96.61,0.348189,1
2,4.82828,3000,95.63,0.341997,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.12301,1000,67.34,0.409165,0
2,1.079,1000,66.61,0.386399,0
0,0.402758,1000,47.52,0,0
1,2.80645,2000,75.68,0.406504,0
2,2.8138,2000,75.48,0.40783,0
0,0.402758,1000,47.52,0,1
1,5.75058,3000,104.71,0.423729,1
2,5.72239,3000,104.29,0.421585,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15066,1000,69.58,0.429553,0
2,1.16258,1000,69.54,0.437063,0
0,0.402758,1000,47.52,0,0
1,2.92107,2000,77.62,0.428816,0
2,2.89011,2000,77.19,0.422297,0
0,0.402758,1000,47.52,0,1
1,5.7911,3000,105.75,0.42735,1
2,5.79491,3000,105.59,0.42735,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.16848,1000,70.14,0.440141,0
2,1.16962,1000,70.05,0.440141,0
0,0.402758,1000,47.52,0,0
1,2.98855,2000,78.53,0.440917,0
2,2.96699,2000,78.22,0.437063,0
0,0.402758,1000,47.52,0,1
1,5.80142,3000,106.12,0.428082,1
2,5.80863,3000,106.06,0.428816,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.17246,1000,70.32,0.442478,0
2,1.18517,1000,70.39,0.44964,0
0,0.402758,1000,47.52,0,0
1,2.96356,2000,78.32,0.4363,0
2,2.98382,2000,78.53,0.440141,0
0,0.402758,1000,47.52,0,1
1,5.77455,3000,105.8,0.425894,1
2,5.76732,3000,105.72,0.42517,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15378,1000,70.07,0.431779,0
2,1.14413,1000,69.9,0.425894,0
0,0.402758,1000,47.52,0,0
1,2.90799,2000,77.71,0.425894,0
2,2.9045,2000,77.6,0.42517,0
0,0.402758,1000,47.52,0,1
1,5.7304,3000,105.2,0.421585,1
2,5.71968,3000,105.01,0.420875,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15465,1000,69.9,0.431779,0
2,1.1527,1000,69.78,0.431034,0
0,0.402758,1000,47.52,0,0
1,2.88548,2000,77.4,0.421585,0
2,2.86045,2000,77.03,0.415973,0
0,0.402758,1000,47.52,0,1
1,5.60331,3000,103.9,0.411862,1
2,5.51673,3000,102.69,0.402576,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15028,1000,69.55,0.431034,0
2,1.12334,1000,68.88,0.413223,0
0,0.402758,1000,47.52,0,0
1,2.87268,2000,77.18,0.420168,0
2,2.84194,2000,76.56,0.413223,0
0,0.479775,1000,47.53,0.137417,1
1,4.64775,3000,93.7,0.325521,1
2,4.57234,3000,92.73,0.319285,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.03898,1000,65.82,0.365497,0
2,1.04761,1000,65.6,0.37092,0
0,0.402758,1000,47.52,0,0
1,2.64922,2000,73.73,0.379363,0
2,2.51605,2000,72.13,0.351199,0
0,0.402758,1000,47.52,0,1
1,5.22687,3000,99.03,0.379939,1
2,4.873,3000,94.69,0.345833,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.08109,1000,67.4,0.39185,0
2,1.03079,1000,65.69,0.360347,0
0,0.402758,1000,47.51,0,0
1,2.67233,2000,74.39,0.383436,0
2,2.53543,2000,72.31,0.355207,0
0,0.402758,1000,47.51,0,1
1,5.42349,3000,101.18,0.396825,1
2,5.23236,3000,98.38,0.378215,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.15873,1000,68.77,0.43554,0
2,1.13979,1000,67.71,0.423729,0
0,0.402758,1000,47.51,0,0
1,2.89889,2000,77.11,0.42517,0
2,2.85914,2000,76.21,0.416667,0
0,0.402758,1000,47.51,0,1
1,5.745,3000,105.09,0.423729,1
2,5.72255,3000,104.42,0.420875,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.16317,1000,69.89,0.437828,0
2,1.16144,1000,69.58,0.43554,0
0,0.402758,1000,47.51,0,0
1,2.90325,2000,77.55,0.42517,0
2,2.86834,2000,76.99,0.41806,0
0,0.402758,1000,47.51,0,1
1,5.68211,3000,104.61,0.417362,1
2,5.67115,3000,104.27,0.416667,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.16623,1000,69.84,0.438596,0
2,1.1649,1000,69.67,0.437828,0
0,0.402758,1000,47.52,0,0
1,2.93668,2000,77.88,0.431034,0
2,2.90942,2000,77.47,0.425894,0
0,0.479883,1000,47.53,0.137721,1
1,4.59034,3000,93.2,0.319693,1
2,4.58452,3000,93.09,0.320102,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.01076,1000,65.42,0.347765,0
2,1.04923,1000,65.74,0.372024,0
0,0.402758,1000,47.52,0,0
1,2.57093,2000,72.73,0.363372,0
2,2.60397,2000,73.13,0.369822,0
0,0.402758,1000,47.52,0,1
1,5.02814,3000,96.57,0.361272,1
2,5.01538,3000,96.53,0.36075,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.05976,1000,66.52,0.378788,0
2,1.03804,1000,66.25,0.364035,0
0,0.402758,1000,47.51,0,0
1,2.57783,2000,73.07,0.364964,0
2,2.62672,2000,73.52,0.374813,0
0,0.402758,1000,47.51,0,1
1,5.35227,3000,99.97,0.389408,1
2,5.29767,3000,99.47,0.384615,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.15932,1000,68.38,0.434783,0
2,1.14536,1000,68.09,0.426621,0
0,0.402758,1000,47.51,0,0
1,2.90065,2000,76.91,0.424448,0
2,2.87967,2000,76.56,0.420168,0
0,0.402758,1000,47.51,0,1
1,5.7282,3000,104.78,0.421585,1
2,5.6999,3000,104.31,0.41876,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.17352,1000,69.87,0.443262,0
2,1.16747,1000,69.63,0.439367,0
0,0.402758,1000,47.51,0,0
1,2.95802,2000,78.07,0.43554,0
2,2.87167,2000,77.04,0.41876,0
0,0.402758,1000,47.51,0,1
1,5.76578,3000,105.62,0.42517,1
2,5.64571,3000,104.05,0.414594,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.16658,1000,70.09,0.438596,0
2,1.14601,1000,69.43,0.426621,0
0,0.402758,1000,47.52,0,0
1,2.93387,2000,77.94,0.431034,0
2,2.87094,2000,77.03,0.41876,0
0,0.402758,1000,47.52,0,1
1,5.6192,3000,104.06,0.411862,1
2,5.58424,3000,103.36,0.408497,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15313,1000,69.6,0.431034,0
2,1.1474,1000,69.27,0.42735,0
0,0.402758,1000,47.52,0,0
1,2.88763,2000,77.33,0.422297,0
2,2.8707,2000,76.95,0.41806,0
0,0.402758,1000,47.52,0,1
1,5.63459,3000,104.06,0.413223,1
2,5.73019,3000,104.88,0.421585,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15714,1000,69.62,0.434028,0
2,1.17375,1000,69.92,0.442478,0
0,0.402758,1000,47.52,0,0
1,2.91035,2000,77.57,0.426621,0
2,2.95146,2000,77.99,0.434028,0
0,0.479755,1000,47.53,0.137341,1
1,4.74099,3000,94.9,0.335121,1
2,4.74163,3000,94.94,0.334672,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.13399,1000,67.01,0.415282,0
2,1.10941,1000,66.8,0.403226,0
0,0.402758,1000,47.52,0,0
1,2.84337,2000,75.99,0.414594,0
2,2.7967,2000,75.42,0.405186,0
0,0.402758,1000,47.52,0,1
1,5.7874,3000,105.15,0.42735,1
2,5.71358,3000,104.21,0.420875,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.16133,1000,69.8,0.4363,0
2,1.16109,1000,69.51,0.43554,0
0,0.402758,1000,47.52,0,0
1,2.94562,2000,77.92,0.432526,0
2,2.91377,2000,77.46,0.42735,0
0,0.402758,1000,47.52,0,1
1,5.7619,3000,105.54,0.42517,1
2,5.72307,3000,104.99,0.421585,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.17841,1000,70.21,0.445633,0
2,1.16798,1000,69.91,0.440141,0
0,0.402758,1000,47.52,0,0
1,2.95392,2000,78.18,0.434783,0
2,2.9544,2000,78.05,0.434783,0
0,0.402758,1000,47.52,0,1
1,5.81468,3000,106.17,0.429553,1
2,5.79495,3000,105.82,0.42735,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.17899,1000,70.39,0.445633,0
2,1.15943,1000,70.05,0.434783,0
0,0.402758,1000,47.52,0,0
1,2.96017,2000,78.3,0.43554,0
2,2.92276,2000,77.77,0.428082,0
0,0.402758,1000,47.52,0,1
1,5.6961,3000,104.96,0.41876,1
2,5.67855,3000,104.58,0.416667,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15682,1000,69.9,0.434028,0
2,1.13924,1000,69.53,0.422297,0
0,0.402758,1000,47.52,0,0
1,2.90685,2000,77.67,0.426621,0
2,2.86908,2000,77.05,0.41806,0
0,0.402758,1000,47.52,0,1
1,5.71887,3000,105.03,0.420875,1
2,5.67243,3000,104.32,0.416667,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15785,1000,69.88,0.433276,0
2,1.16054,1000,69.68,0.43554,0
0,0.402758,1000,47.52,0,0
1,2.931,2000,77.86,0.430293,0
2,2.91952,2000,77.62,0.428082,0
0,0.410286,1000,47.52,0.0148845,1
1,5.50673,3000,102.87,0.401929,1
2,5.47438,3000,102.43,0.399361,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.08652,1000,68.58,0.391236,0
2,1.06487,1000,68.22,0.379939,0
0,0.402758,1000,47.52,0,0
1,2.61445,2000,74.34,0.373134,0
2,2.51479,2000,73.12,0.352192,0
0,0.402758,1000,47.52,0,1
1,5.05547,3000,97.65,0.365497,1
2,4.97533,3000,96.44,0.358166,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.07704,1000,67.16,0.390625,0
2,1.04256,1000,66.41,0.368889,0
0,0.402758,1000,47.52,0,0
1,2.66182,2000,74.3,0.382263,0
2,2.53065,2000,72.62,0.355714,0
0,0.402758,1000,47.51,0,1
1,5.32205,3000,100.21,0.388199,1
2,5.30582,3000,99.46,0.386399,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.13028,1000,68.27,0.420875,0
2,1.13277,1000,67.97,0.420168,0
0,0.402758,1000,47.51,0,0
1,2.88093,2000,76.84,0.423012,0
2,2.85022,2000,76.3,0.415973,0
0,0.402758,1000,47.51,0,1
1,5.74043,3000,105.11,0.424448,1
2,5.69743,3000,104.36,0.419463,1
